,NOC,Medal_sum,people,Fscore,gen_ave,enrollment,adolescent_fertility,Labor,Schooling_years,Primary_edu,Employment
815,SOM_2012,1,2,0.5,36.91944,NA,88.9627,19.56061,NA,NA,2.235
816,SOM_2016,1,2,0.5,37.42703,NA,89.7811,20.42999,NA,NA,2.07
817,SRB_2008,27,97,0.27835052,52.85278,97.91551,97.79612,43.60837,14.00961,48.82206,14.965
818,SRB_2010,8,15,0.53333333,51.72277,94.37534,97.84876,43.49957,13.88523,48.6377,12.09
819,SRB_2012,90,134,0.67164179,52.17922,96.36295,97.9014,43.27413,14.60032,48.54649,12.39
820,SRB_2014,5,17,0.29411765,52.70094,98.86675,97.98544,43.72063,14.81767,48.75015,12.065
821,SRB_2016,421,127,3.31496063,52.48709,99.22081,98.06948,44.1964,15.09282,48.54306,9.8
822,SSD_2016,1,3,0.33333333,56.49584,NA,93.47532,49.19719,NA,NA,26.815
823,STP_1996,1,2,0.5,44.99826,NA,88.04674,34.30044,NA,48.90084,8.745
824,STP_2000,1,2,0.5,44.18768,NA,88.51394,34.50411,NA,NA,9.545
825,STP_2004,1,2,0.5,37.93754,NA,88.96502,35.22061,9.68481,48.69729,7.12
826,STP_2008,1,4,0.25,46.32965,90.85307,89.3972,35.39436,9.7864,48.97189,3.575
827,STP_2012,1,2,0.5,37.74015,NA,89.8076,35.50053,10.70263,48.77998,3.91
828,STP_2016,1,3,0.33333333,44.59708,NA,90.37448,35.98777,NA,48.43106,3.595
829,SUR_1992,2,9,0.22222222,47.80268,NA,93.4018,33.51649,NA,48.71742,15.575
830,SUR_1996,5,11,0.45454545,44.75461,NA,93.81436,33.37947,NA,NA,7.07
831,SUR_2000,3,5,0.6,43.68924,NA,94.1881,35.76963,NA,NA,1.11
832,SUR_2004,2,4,0.5,44.17378,NA,94.5293,37.07704,NA,NA,0.915
833,SUR_2008,2,4,0.5,54.92379,90.71965,94.8308,38.27411,NA,48.25441,2.54
834,SUR_2012,2,5,0.4,55.78296,93.60537,95.072,39.36006,NA,48.09739,2.78
835,SUR_2016,2,6,0.33333333,56.56193,96.78356,95.33168,39.22519,NA,48.2492,3.22
836,SVK_1994,26,67,0.3880597,41.67711,NA,96.19038,44.63534,12.00226,48.87758,6.68
837,SVK_1996,27,98,0.2755102,42.1096,NA,96.91686,45.24555,12.36777,48.9178,7.1
838,SVK_1998,19,64,0.296875,42.23619,NA,97.41048,45.0071,12.99473,48.67365,7.095
839,SVK_2000,74,132,0.56060606,42.57479,NA,97.67124,45.59097,13.35281,48.52892,7.73
840,SVK_2002,23,79,0.29113924,42.31092,NA,97.932,45.56785,13.68001,48.69474,5.68
841,SVK_2004,55,84,0.6547619,43.05587,NA,97.91472,45.41884,14.16349,48.48729,9.295
842,SVK_2006,38,114,0.33333333,43.06431,NA,97.89744,44.63768,14.85805,48.48839,9.44
843,SVK_2008,76,67,1.13432836,43.05725,NA,97.85818,44.73777,15.5332,48.59211,8.565
844,SVK_2010,91,107,0.85046729,43.40249,NA,97.79694,44.78416,15.63909,48.54228,10.25
845,SVK_2012,58,65,0.89230769,43.17659,NA,97.7357,44.56416,15.54974,48.52836,9.505
846,SVK_2014,70,115,0.60869565,43.12783,NA,97.76034,44.742044,15.37335,48.54841,9.215
847,SVK_2016,24,63,0.38095238,51.00029,NA,97.78498,45.465899,NA,NA,9.75
848,SWE_1992,214,388,0.55154639,43.40439,NA,98.863,47.628162,13.54875,48.75702,8.225
849,SWE_1994,96,151,0.63576159,44.06716,NA,99.0292,47.337783,16.20438,49.01446,8.75
850,SWE_1996,216,233,0.92703863,44.33763,NA,99.1954,47.574887,17.19571,49.01214,8.71
851,SWE_1998,136,146,0.93150685,45.05397,NA,99.29498,47.224067,20.13063,49.52517,9.095
852,SWE_2000,205,198,1.03535354,54.14185,99.10266,99.32794,47.682878,20.46148,49.32616,8.95
853,SWE_2002,299,159,1.88050314,53.79942,99.30805,99.3609,47.720114,20.18292,49.38952,6.835
854,SWE_2004,141,157,0.89808917,52.75103,96.60185,99.37606,47.607387,16.8356,48.62528,7.46
855,SWE_2006,731,168,4.35119048,52.52721,94.94789,99.39122,47.457837,16.59393,48.66738,8.105
856,SWE_2008,116,169,0.68639053,52.99097,98.11687,99.41078,47.429112,16.51291,48.56617,7.91
857,SWE_2010,291,172,1.69186047,53.28504,99.05308,99.43474,47.12953,16.70412,48.55878,8.83
858,SWE_2012,140,168,0.83333333,53.36154,99.50038,99.4587,47.43969,16.58443,48.61604,8.57
859,SWE_2014,321,148,2.16891892,54.11671,99.82782,99.46566,47.514068,19.53446,50.02324,8.335
860,SWE_2016,577,186,3.10215054,51.87271,NA,99.47262,47.650504,NA,NA,8.495
861,SWZ_1996,1,6,0.16666667,51.01517,73.74239,88.8782,37.513735,NA,48.91152,6.03
862,SWZ_2000,2,6,0.33333333,38.3158,NA,89.53552,38.470665,9.05555,48.38728,6.13
863,SWZ_2004,1,3,0.33333333,38.63303,NA,90.35152,39.040773,9.42506,48.12779,6.22
864,SWZ_2008,2,4,0.5,45.83156,NA,91.26636,39.898325,NA,NA,6.33
865,SWZ_2012,1,3,0.33333333,52.79581,78.28454,91.5254,40.689648,NA,47.52445,5.955
866,SWZ_2016,1,2,0.5,46.65382,NA,92.14668,41.294769,NA,NA,6.52
867,SYR_1992,1,9,0.11111111,34.79443,NA,93.208,21.337568,9.24003,46.50155,3.685
868,SYR_1996,30,8,3.75,51.84052,92.60985,93.46856,20.108153,NA,46.64604,6.37
869,SYR_2000,2,8,0.25,42.17369,NA,94.07922,19.878847,NA,46.99671,7.74
870,SYR_2004,1,6,0.16666667,36.51644,NA,94.79458,18.15117,10.6503,47.58615,11.4
871,SYR_2008,1,7,0.14285714,46.70088,98.22869,95.39192,16.446864,11.49829,47.9095,10.73
872,SYR_2012,4,10,0.4,36.1308,NA,95.6712,15.012813,12.57053,48.00448,9.395
873,SYR_2016,3,7,0.42857143,39.15856,NA,96.04688,14.59381,NA,NA,6.835
874,THA_1992,35,64,0.546875,48.41474,NA,94.9775,45.025139,NA,48.60131,5.055
875,THA_1996,20,58,0.34482759,48.88782,NA,95.33646,45.716989,NA,NA,5.61
876,THA_2000,35,68,0.51470588,49.61664,NA,95.656,45.858157,NA,48.28739,8.665
877,THA_2004,106,51,2.07843137,42.01677,NA,95.78792,45.743225,12.50662,48.38611,7.66
878,THA_2008,78,53,1.47169811,51.20696,97.16725,95.57354,45.96367,13.574,48.35827,6.605
879,THA_2012,49,43,1.13953488,42.01816,NA,94.8437,46.236836,13.78134,48.34392,6.885
880,THA_2014,1,3,0.33333333,50.81159,90.81973,94.83218,45.733404,16.21948,49.01976,8.245
881,THA_2016,116,58,2,49.03563,NA,94.82066,45.656217,NA,NA,6.63
882,TJK_1996,2,8,0.25,46.35451,NA,94.83294,40.537052,NA,48.02804,2.02
883,TJK_2000,2,4,0.5,47.75004,92.2969,95.60856,40.851011,8.82145,47.4423,1.48
884,TJK_2004,4,9,0.44444444,48.52442,95.52099,95.914,40.8692,9.60293,47.98441,1.255
885,TJK_2008,3,16,0.1875,48.53856,96.3543,95.81288,40.008541,10.17263,48.09801,0.785
886,TJK_2012,12,16,0.75,48.63268,97.11647,96.108,39.336873,10.42383,48.18592,0.625
887,TJK_2016,2,7,0.28571429,55.82577,94.75872,96.30832,38.716194,NA,48.27063,1.075
888,TKM_1996,3,7,0.42857143,49.81997,NA,97.43686,42.213052,NA,NA,9.81
889,TKM_2000,4,8,0.5,51.7042,NA,97.51744,42.385147,NA,NA,15.21
890,TKM_2004,3,10,0.3,51.72227,NA,97.64888,42.552923,NA,NA,14.965
891,TKM_2008,4,10,0.4,53.02499,NA,97.69906,42.44092,NA,NA,18.935
892,TKM_2012,3,10,0.3,53.89505,NA,97.3545,42.190647,NA,NA,22.14
893,TKM_2016,5,9,0.55555556,54.42934,NA,97.51746,41.950558,NA,NA,23.82
894,TLS_2004,1,2,0.5,43.2989,NA,93.16212,32.065,NA,47.07848,0.89
895,TLS_2008,1,1,1,48.58997,69.35402,93.69118,31.426905,NA,47.46776,1.01
896,TLS_2012,1,2,0.5,53.39839,91.33514,94.7795,31.620652,NA,47.91665,1.34
897,TLS_2016,2,3,0.66666667,52.48608,83.35462,95.43766,31.787399,NA,48.47072,3.38
898,TTO_1996,6,16,0.375,56.80464,88.74022,95.33468,38.871965,NA,49.17634,11.9
899,TTO_2000,7,29,0.24137931,59.01606,98.68084,95.92224,38.409749,NA,49.06249,13.005
900,TTO_2004,10,26,0.38461538,51.191,96.68633,96.17068,41.126838,12.4661,48.51107,12.185
901,TTO_2008,13,35,0.37142857,58.98334,97.72514,96.25686,41.928072,NA,48.4566,10.55
902,TTO_2012,12,38,0.31578947,51.92716,NA,96.5195,42.396994,NA,NA,16.865
903,TTO_2016,18,43,0.41860465,51.63869,NA,96.8967,41.814358,NA,NA,16.205
904,TUN_1992,4,15,0.26666667,45.41308,91.03742,98.2931,23.178377,9.84154,46.06802,4.06
905,TUN_1996,7,52,0.13461538,46.32328,92.91265,98.8851,23.824246,11.26452,47.10816,3.945
906,TUN_2000,7,47,0.14893617,47.90979,94.15034,99.24778,24.823585,12.96239,47.43467,8.84
907,TUN_2004,12,64,0.1875,45.28052,NA,99.37726,26.005296,NA,47.70452,8.035
908,TUN_2008,12,29,0.4137931,49.55745,97.60207,99.33364,27.286835,14.84736,47.81981,10.455
909,TUN_2012,40,87,0.45977011,46.90694,NA,99.241,27.033566,NA,48.20321,13.15
910,TUN_2016,39,65,0.6,40.58846,NA,99.23596,26.503679,15.77741,48.21524,13.21
911,TUR_1992,17,71,0.23943662,36.70627,NA,93.9734,30.089303,8.01362,47.08003,4.375
912,TUR_1996,13,61,0.21311475,42.70274,NA,94.42028,29.452947,NA,NA,4.235
913,TUR_2000,29,67,0.43283582,43.9634,NA,95.09702,27.698722,NA,46.96787,6.09
914,TUR_2002,2,5,0.4,37.87699,NA,95.4737,29.359865,10.69774,47.40866,6.445
915,TUR_2004,56,74,0.75675676,37.4624,NA,95.74366,26.17188,10.88635,47.75011,6.76
916,TUR_2006,7,17,0.41176471,47.44815,96.19807,96.01362,26.329733,11.44878,48.07867,6.62
917,TUR_2008,78,71,1.09859155,47.8343,96.5757,96.29402,26.974075,11.79448,48.39254,6.975
918,TUR_2010,6,9,0.66666667,48.25023,95.36493,96.58486,29.185752,13.20107,48.67974,6.485
919,TUR_2012,134,119,1.12605042,48.27292,93.2566,96.8757,30.513953,13.91045,48.6408,6.44
920,TUR_2014,6,11,0.54545455,48.99848,94.33225,97.0915,31.049705,16.46559,48.87686,6.175
921,TUR_2016,63,119,0.52941176,45.45788,NA,97.3073,32.281351,NA,NA,6.785
922,UGA_1992,2,9,0.22222222,34.84418,NA,79.8705,45.790375,4.40479,43.85025,0.305
923,UGA_1996,5,12,0.41666667,43.45772,NA,80.6929,46.479385,NA,46.30359,0.355
924,UGA_2000,4,13,0.30769231,44.44797,NA,82.00718,46.983979,NA,48.23072,0.57
925,UGA_2004,2,11,0.18181818,40.52198,NA,83.65058,47.252676,10.3619,49.39975,11.945
926,UGA_2008,2,11,0.18181818,48.50121,NA,85.47264,47.387132,NA,49.93508,11.21
927,UGA_2012,4,16,0.25,49.49601,NA,87.3352,47.552116,NA,50.07671,13.02
928,UGA_2016,8,23,0.34782609,50.09246,NA,88.94688,47.901053,NA,50.38689,13.135
929,UKR_1994,68,60,1.13333333,53.9932,NA,94.79648,49.210363,12.33973,48.85941,64.76
930,UKR_2000,359,368,0.97554348,49.02186,NA,96.50174,48.515595,13.18919,48.62777,38.275
931,UKR_2002,43,111,0.38738739,57.94216,96.34969,97.0721,48.795896,14.42607,48.68918,42.32
932,UKR_2004,581,357,1.62745098,60.51104,89.53957,97.02682,48.635839,14.65584,48.59818,64.61
933,UKR_2006,66,109,0.60550459,63.27148,88.58783,96.98154,48.039861,15.02522,48.64945,82.345
934,UKR_2008,441,327,1.34862385,62.69837,87.9705,97.00806,48.142061,15.17455,48.78503,79.11
935,UKR_2010,51,95,0.53684211,50.64829,91.05125,97.10638,48.140312,15.10658,48.79522,3.69
936,UKR_2012,407,304,1.33881579,51.20257,94.63726,97.2047,47.31405,15.1195,48.93492,4.005
937,UKR_2014,181,101,1.79207921,51.15413,93.73723,97.36922,47.400528,15.19439,49.01842,4.205
938,UKR_2016,239,272,0.87867647,49.77595,NA,97.53374,47.448962,NA,48.99609,5.125
939,USA_1992,2374,968,2.45247934,50.43533,NA,94.0388,44.5722,NA,NA,12.695
940,USA_1994,307,237,1.29535865,52.22308,96.42522,94.37008,45.158426,16.43219,48.62754,12.325
941,USA_1996,3664,839,4.36710369,52.18377,96.14632,94.70136,45.300178,16.4132,48.52157,12.02
942,USA_1998,849,284,2.98943662,43.68245,NA,95.02958,45.489709,16.70706,49.44092,11.745
943,USA_2000,3016,764,3.94764398,59.2153,95.57584,95.35474,45.558537,NA,48.39238,11.195
944,USA_2002,754,313,2.40894569,59.23861,94.48465,95.6799,45.66895,NA,49.00957,11.35
945,USA_2004,3374,726,4.64738292,58.84782,92.94247,95.82814,45.747381,NA,48.69113,11.03
946,USA_2006,499,325,1.53538462,59.30854,95.38725,95.97638,45.760724,NA,49.02832,10.39
947,USA_2008,3794,763,4.97247706,59.57419,96.66678,96.28202,45.956284,NA,48.92085,10.045
948,USA_2010,787,341,2.30791789,59.36884,94.18904,96.74506,46.164767,NA,48.65033,11.095
949,USA_2012,4143,689,6.01306241,59.1134,93.09638,97.2081,45.970831,NA,48.54171,10.75
950,USA_2014,849,367,2.3133515,52.29172,93.72323,97.5733,45.950161,17.17578,48.83788,10.49
951,USA_2016,3700,719,5.14603616,51.50226,NA,97.9385,45.848292,NA,NA,10.72
952,UZB_1994,33,7,4.71428571,47.49576,NA,94.6668,41.575503,NA,49.05073,4.69
953,UZB_1996,20,95,0.21052632,47.46406,NA,95.4182,41.691634,NA,48.44639,4.3
954,UZB_1998,2,4,0.5,47.8493,NA,96.26828,41.837118,NA,49.04679,4.245
955,UZB_2000,27,85,0.31764706,40.57119,NA,97.21704,41.998004,10.63019,49.04574,3.965
956,UZB_2002,3,6,0.5,48.19162,NA,98.1658,42.127906,NA,48.68276,3.79
957,UZB_2004,22,79,0.27848101,41.03862,NA,98.1752,42.22904,11.17181,48.70204,4.915
958,UZB_2006,2,4,0.5,41.30542,NA,98.1846,42.228631,11.23399,48.63488,6.245
959,UZB_2008,29,69,0.42028986,49.51469,90.45223,98.2011,42.136074,11.19294,48.60082,6.505
960,UZB_2010,3,5,0.6,49.62708,90.84839,98.2247,42.015771,11.31059,48.45301,6.91
961,UZB_2012,19,56,0.33928571,50.03326,93.2047,98.2483,41.888701,11.4439,48.37393,7.04
962,UZB_2014,2,5,0.4,50.5862,95.76066,98.28802,41.762396,11.49812,48.39801,7.81
963,UZB_2016,27,80,0.3375,50.72716,96.78975,98.32774,41.666029,11.67635,48.37809,7.525
964,VEN_1992,4,27,0.14814815,45.72668,NA,90.5061,34.869294,NA,48.54634,8.985
965,VEN_1996,6,53,0.11320755,46.24885,NA,90.5733,35.857836,NA,48.63927,9.925
966,VEN_1998,1,1,1,45.97875,NA,90.63014,36.466113,NA,NA,10.84
967,VEN_2000,22,65,0.33846154,47.50845,88.23505,90.71022,36.890253,10.88698,48.52823,9.8
968,VEN_2002,1,4,0.25,48.65586,93.70855,90.7903,37.282067,11.84784,48.4664,9.84
969,VEN_2004,27,53,0.50943396,55.71395,92.56194,90.87822,38.036589,NA,48.41302,8.68
970,VEN_2008,67,126,0.53174603,48.99869,91.19884,91.05168,39.34342,15.09871,48.26449,9.035
971,VEN_2012,36,85,0.42352941,56.37609,92.49537,91.218,39.872706,NA,48.39436,9.9
972,VEN_2016,57,105,0.54285714,55.68631,88.90051,91.41664,39.95722,NA,48.27719,9.88
973,YEM_2000,1,2,0.5,40.48893,NA,90.4144,22.032404,NA,NA,9.02
974,YEM_2008,1,8,0.125,39.07835,68.70394,92.51856,14.290801,6.90353,43.63826,8.415
975,YEM_2012,1,4,0.25,46.99285,76.85497,93.2328,10.202811,NA,44.28364,10.39
976,YEM_2016,1,3,0.33333333,48.56433,77.92938,93.8184,8.098427,NA,45.59546,17.38
